target_pps,pps_sent,pps_passed,pps_dropped,drop_pct,xdp_ns_pkt,xdp_cpu_pct
1000,295.1699392279028,0.0,295.1699392279028,100.0,6818.048590281944,0.20124829880464093
5000,1336.185865248821,0.0,1336.185865248821,100.0,4148.99688,0.554383098601746
20000,4271.844718771725,0.04271802000751717,4271.802000751717,99.9990000099999,2744.2803871961282,1.1723139678872603
100000,5101.451423274753,0.0,5101.451423274753,100.0,2921.181229275083,1.4902264139728867
500000,21992.37237909825,0.0,21992.37237909825,100.0,483.3933500853199,1.063096656065616
